BMI组,阈值,late达标率,early达标率,差值,CI_low,CI_high,Z值,P值,负logP
Q2,24.0,1.0,0.9848484848484849,0.015151515151515138,-0.6973399678505834,0.09611071777217928,0.1240204965435217,0.9012990464550077,0.04513108840267461
Q2,24.5,1.0,0.9848484848484849,0.015151515151515138,-0.6973399678505834,0.09611071777217928,0.1240204965435217,0.9012990464550077,0.04513108840267461
Q2,25.0,1.0,0.9848484848484849,0.015151515151515138,-0.6973399678505834,0.09611071777217928,0.1240204965435217,0.9012990464550077,0.04513108840267461
Q3,11.5,0.9836065573770492,1.0,-0.016393442622950838,0.33090042171380807,0.4151892913609241,-0.288493062590201,0.7729693401399053,0.11183773204820767
Q3,12.0,0.9811320754716981,1.0,-0.018867924528301883,0.10979832730088424,0.20588899443763276,-0.49905571209393546,0.6177401364029917,0.20919418034911516
Q3,12.5,0.975609756097561,1.0,-0.024390243902439046,-0.01714861352113306,0.10448347546769698,-0.7868525659870321,0.4313681776614917,0.3651518962658528
Q3,13.0,0.9705882352941176,1.0,-0.02941176470588236,-0.0713882993776711,0.07255652727291939,-0.9775766510086492,0.32828375009770916,0.4837506141258494
Q3,13.5,0.95,1.0,-0.050000000000000044,-0.2090576303611621,0.018192114284784622,-1.5281965238098867,0.12646375162943768,0.8980339387034474
Q3,14.0,0.9,1.0,-0.09999999999999998,-0.4399560900764752,-0.05368227637630962,-2.384565756307393,0.017099291827858083,1.7670218756676197
Q3,14.5,0.8888888888888888,1.0,-0.11111111111111116,-0.4829719818347883,-0.06786316389667701,-2.535896139586407,0.011215999309532175,1.9501620261130064
Q3,15.0,0.8888888888888888,1.0,-0.11111111111111116,-0.4829719818347883,-0.06786316389667701,-2.535896139586407,0.011215999309532175,1.9501620261130064
Q3,15.5,0.875,1.0,-0.125,-0.5337703264256506,-0.0852996356628537,-2.713215520657817,0.006663375366940588,2.1763057209958263
Q3,16.0,0.875,1.0,-0.125,-0.5337703264256506,-0.0852996356628537,-2.713215520657817,0.006663375366940588,2.1763057209958263
Q3,16.5,0.8,1.0,-0.19999999999999996,-0.7652215023393618,-0.17698024073431728,-3.519615363600448,0.00043217304217479615,3.3643423267629773
Q3,17.0,0.75,1.0,-0.25,-0.8910140853162256,-0.23724318870832795,-3.967172990740579,7.273020290084541e-05,4.138285200843324
Q3,17.5,0.75,1.0,-0.25,-0.8910140853162256,-0.23724318870832795,-3.967172990740579,7.273020290084541e-05,4.138285200843324
Q3,18.0,0.75,1.0,-0.25,-0.8910140853162256,-0.23724318870832795,-3.967172990740579,7.273020290084541e-05,4.138285200843324
Q3,18.5,0.75,1.0,-0.25,-0.8910140853162256,-0.23724318870832795,-3.967172990740579,7.273020290084541e-05,4.138285200843324
Q3,19.0,0.6666666666666666,1.0,-0.33333333333333337,-1.068202532942434,-0.3373540784648781,-4.617691731057515,3.880321088254949e-06,5.411132335981127
Q3,19.5,0.6666666666666666,1.0,-0.33333333333333337,-1.068202532942434,-0.3373540784648781,-4.617691731057515,3.880321088254949e-06,5.411132335981127
Q3,20.0,0.6666666666666666,1.0,-0.33333333333333337,-1.068202532942434,-0.3373540784648781,-4.617691731057515,3.880321088254949e-06,5.411132335981127
Q3,20.5,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,21.0,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,21.5,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,22.0,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,22.5,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,23.0,0.5,1.0,-0.5,-1.348844734472964,-0.5379071459414253,-5.700202425555405,1.1966524720160765e-08,7.922031957697042
Q3,23.5,1.0,0.9846153846153847,0.01538461538461533,-0.6959332229426327,0.09751746268012995,0.12498520622516823,0.9005352622178239,0.04549927686245096
Q4,11.5,0.9206349206349206,1.0,-0.07936507936507942,0.23782265858047713,0.3761499099126996,-0.5857149101441607,0.5580671126801735,0.2533135700337151
Q4,12.0,0.9152542372881356,1.0,-0.0847457627118644,0.05614384949791296,0.20291976915437915,-0.8559443833073926,0.39202854352716676,0.40668231092585505
Q4,12.5,0.8913043478260869,1.0,-0.10869565217391308,-0.18443491969157444,-0.0013880918300555045,-1.5705699736324195,0.11628256904889486,0.9344853818600398
Q4,13.0,0.8717948717948718,1.0,-0.1282051282051282,-0.27461925723673697,-0.0635899988089963,-1.9695783915674343,0.0488867101521607,1.310809187748158
Q4,13.5,0.8387096774193549,1.0,-0.16129032258064513,-0.39121523357411403,-0.13579793841983434,-2.5049378913957643,0.012247289748389666,1.9119600074256593
Q4,14.0,0.7916666666666666,1.0,-0.20833333333333337,-0.5310280626394288,-0.21877178363606076,-3.111395116325227,0.001862056076608984,2.7300072441951007
Q4,14.5,0.7916666666666666,1.0,-0.20833333333333337,-0.5310280626394288,-0.21877178363606076,-3.111395116325227,0.001862056076608984,2.7300072441951007
Q4,15.0,0.7916666666666666,1.0,-0.20833333333333337,-0.5310280626394288,-0.21877178363606076,-3.111395116325227,0.001862056076608984,2.7300072441951007
Q4,15.5,0.7916666666666666,1.0,-0.20833333333333337,-0.5310280626394288,-0.21877178363606076,-3.111395116325227,0.001862056076608984,2.7300072441951007
Q4,16.0,0.8181818181818182,0.9777777777777777,-0.1595959595959595,-0.4290952162830761,-0.1169979877460312,-2.3345116421564396,0.019568947176352915,1.7084325390737274
Q4,16.5,0.75,0.9803921568627451,-0.23039215686274506,-0.622329634956383,-0.22916714451342568,-3.0596329148588293,0.0022160842963516282,2.6544137237522425
Q4,17.0,0.8,0.9615384615384616,-0.16153846153846152,-0.4835810571155975,-0.1022020634337194,-2.0973929226447527,0.035958807081216716,1.444194724242434
Q4,17.5,0.75,0.9636363636363636,-0.21363636363636362,-0.6227070588234191,-0.17934339228390817,-2.551547744885083,0.010724562880410512,1.9696204000751154
Q4,18.0,0.75,0.9636363636363636,-0.21363636363636362,-0.6227070588234191,-0.17934339228390817,-2.551547744885083,0.010724562880410512,1.9696204000751154
Q4,18.5,0.75,0.9636363636363636,-0.21363636363636362,-0.6227070588234191,-0.17934339228390817,-2.551547744885083,0.010724562880410512,1.9696204000751154
Q4,19.0,0.75,0.9636363636363636,-0.21363636363636362,-0.6227070588234191,-0.17934339228390817,-2.551547744885083,0.010724562880410512,1.9696204000751154
Q4,19.5,0.7272727272727273,0.9642857142857143,-0.237012987012987,-0.6814704863842151,-0.21328577810833482,-2.7347589614614436,0.006242597009275453,2.204634700035378
Q4,20.0,0.7,0.9649122807017544,-0.26491228070175443,-0.748926319564351,-0.2534957344317974,-2.9403299923755815,0.0032786286572720185,2.4843077694331908
Q4,20.5,0.6666666666666666,0.9655172413793104,-0.29885057471264376,-0.8273569844891209,-0.3021429384564279,-3.174284886139865,0.001502061833779545,2.8233121888255206
Q4,21.0,0.5714285714285714,0.9666666666666667,-0.3952380952380953,-1.0311419879673522,-0.439820207746479,-3.7656503937387535,0.00016611609632303422,3.7795882832284566
Q4,21.5,0.5714285714285714,0.9666666666666667,-0.3952380952380953,-1.0311419879673522,-0.439820207746479,-3.7656503937387535,0.00016611609632303422,3.7795882832284566
Q4,22.0,0.5714285714285714,0.9666666666666667,-0.3952380952380953,-1.0311419879673522,-0.439820207746479,-3.7656503937387535,0.00016611609632303422,3.7795882832284566
Q4,22.5,0.5,0.9672131147540983,-0.4672131147540983,-1.1677019040764915,-0.5429345170417927,-4.155393174882922,3.247286402027589e-05,4.48847940606605
Q4,23.0,0.5,0.9672131147540983,-0.4672131147540983,-1.1677019040764915,-0.5429345170417927,-4.155393174882922,3.247286402027589e-05,4.48847940606605
Q4,23.5,0.4,0.967741935483871,-0.567741935483871,-1.3399164653013687,-0.6882615208100294,-4.647168025321133,3.365230489394907e-06,5.472985184978113
Q4,24.0,0.5,0.9523809523809523,-0.45238095238095233,-1.171432284849742,-0.471510263154041,-3.3385749878217132,0.0008420929799233251,3.074639953110535
Q4,24.5,0.5,0.9384615384615385,-0.43846153846153846,-1.1961088140720757,-0.3851712255405372,-2.3241263467019695,0.020118723347140408,1.6963995813140833
Q4,25.0,1.0,0.9242424242424242,0.0757575757575758,-0.5523011596590816,0.241149525963681,0.2861241997341528,0.7747829973060029,0.11081991848622974
